Time,Alor Gajah,Alor Setar,Balik Pulau,Balok Baru Kuantan,Bandaraya Melaka,Banting,Batu Muda,Batu Pahat,Besut,Bintulu,Bukit Rambai,Cheras,Indera Mahkota Kuantan,Jerantut,Kangar,Kapit,Kemaman,Keningau,Kimanis,Klang,Kluang,Kota Bharu,Kota Kinabalu,Kota Tinggi,Kuala Selangor,Kuala Terengganu,Kuching,Kulim,Labuan,Langkawi,Larkin,Limbang,Minden,Miri,Muar,Mukah,Nilai,Paka,Pasir Gudang,Pegoh Ipoh,Pengerang,Petaling Jaya,Port Dickson,Putrajaya,Rompin,Samalaju,Samarahan,Sandakan,Sarikei,Seberang Jaya,Seberang Perai,Segamat,Seremban,Seri Manjung,Shah Alam,Sibu,Sri Aman,Sungai Petani,Taiping,Tanah Merah,Tangkak,Tanjung Malim,Tasek Ipoh,Tawau,Temerloh
2020-01-11 23:00:00,50.0,52.0,56.0,40.0,53.0,60.0,57.0,51.0,48.0,26.0,54.0,63.0,34.0,42.0,42.0,16.0,49.0,45.0,24.0,69.0,30.0,54.0,25.0,31.0,50.0,55.0,21.0,53.0,51.0,52.0,52.0,18.0,57.0,43.0,,12.0,66.0,44.0,43.0,56.0,43.0,62.0,53.0,44.0,45.0,27.0,20.0,25.0,24.0,60.0,55.0,42.0,54.0,55.0,64.0,25.0,18.0,59.0,59.0,58.0,54.0,26.0,53.0,25.0,57.0
2020-01-12 23:00:00,55.0,54.0,60.0,45.0,56.0,53.0,60.0,53.0,53.0,21.0,56.0,61.0,51.0,56.0,54.0,16.0,55.0,33.0,11.0,60.0,45.0,56.0,15.0,40.0,54.0,63.0,22.0,53.0,37.0,52.0,54.0,15.0,56.0,42.0,,11.0,66.0,52.0,43.0,57.0,54.0,59.0,56.0,59.0,50.0,22.0,18.0,33.0,25.0,63.0,60.0,51.0,56.0,53.0,60.0,23.0,20.0,62.0,57.0,59.0,57.0,39.0,58.0,20.0,57.0
2020-01-13 23:00:00,52.0,55.0,66.0,50.0,54.0,57.0,66.0,53.0,47.0,37.0,55.0,62.0,38.0,54.0,54.0,23.0,55.0,52.0,17.0,66.0,38.0,48.0,23.0,31.0,59.0,56.0,29.0,57.0,47.0,57.0,54.0,18.0,65.0,36.0,,17.0,62.0,46.0,47.0,58.0,49.0,62.0,59.0,56.0,42.0,18.0,20.0,32.0,21.0,65.0,62.0,52.0,61.0,59.0,64.0,29.0,24.0,63.0,59.0,62.0,54.0,53.0,59.0,35.0,55.0
2020-01-14 23:00:00,34.0,40.0,59.0,40.0,39.0,59.0,61.0,51.0,44.0,47.0,49.0,60.0,42.0,54.0,35.0,20.0,44.0,64.0,21.0,67.0,22.0,53.0,36.0,26.0,56.0,53.0,27.0,55.0,31.0,45.0,51.0,38.0,56.0,49.0,,18.0,55.0,41.0,31.0,58.0,33.0,62.0,51.0,56.0,43.0,47.0,25.0,41.0,24.0,58.0,60.0,36.0,51.0,62.0,65.0,50.0,30.0,55.0,56.0,59.0,41.0,46.0,61.0,31.0,54.0
2020-01-15 23:00:00,36.0,49.0,59.0,52.0,45.0,55.0,57.0,42.0,53.0,53.0,51.0,58.0,42.0,42.0,51.0,25.0,54.0,38.0,27.0,69.0,26.0,53.0,46.0,30.0,61.0,54.0,41.0,56.0,42.0,54.0,51.0,26.0,57.0,52.0,,35.0,52.0,46.0,31.0,59.0,36.0,62.0,45.0,54.0,41.0,52.0,30.0,36.0,42.0,58.0,63.0,40.0,41.0,61.0,61.0,49.0,50.0,54.0,64.0,61.0,43.0,39.0,60.0,45.0,53.0
2020-01-16 23:00:00,54.0,57.0,66.0,56.0,52.0,59.0,63.0,54.0,55.0,52.0,58.0,65.0,54.0,52.0,55.0,24.0,59.0,39.0,33.0,73.0,50.0,61.0,33.0,56.0,58.0,61.0,45.0,60.0,44.0,58.0,56.0,25.0,60.0,53.0,,27.0,58.0,54.0,55.0,60.0,58.0,64.0,57.0,59.0,53.0,44.0,39.0,46.0,43.0,62.0,64.0,53.0,55.0,60.0,64.0,49.0,32.0,59.0,64.0,64.0,57.0,38.0,61.0,36.0,56.0
2020-01-17 23:00:00,59.0,56.0,66.0,57.0,61.0,58.0,65.0,55.0,54.0,39.0,66.0,65.0,54.0,57.0,58.0,18.0,59.0,40.0,16.0,71.0,54.0,61.0,22.0,56.0,58.0,57.0,45.0,62.0,33.0,59.0,59.0,19.0,64.0,38.0,,31.0,64.0,53.0,58.0,65.0,55.0,66.0,87.0,59.0,56.0,44.0,29.0,43.0,33.0,63.0,65.0,56.0,63.0,65.0,65.0,36.0,30.0,60.0,62.0,65.0,58.0,40.0,65.0,36.0,61.0
2020-01-18 23:00:00,51.0,60.0,61.0,39.0,52.0,57.0,62.0,55.0,39.0,40.0,55.0,67.0,39.0,41.0,58.0,21.0,44.0,26.0,21.0,74.0,35.0,52.0,23.0,25.0,57.0,43.0,41.0,62.0,58.0,62.0,53.0,26.0,58.0,52.0,,32.0,59.0,40.0,45.0,60.0,35.0,62.0,58.0,61.0,37.0,24.0,25.0,41.0,34.0,61.0,62.0,50.0,58.0,62.0,66.0,29.0,32.0,60.0,59.0,55.0,52.0,39.0,59.0,21.0,54.0
2020-01-19 23:00:00,30.0,52.0,59.0,52.0,40.0,43.0,56.0,46.0,44.0,51.0,36.0,44.0,38.0,27.0,54.0,22.0,46.0,31.0,31.0,58.0,26.0,54.0,41.0,28.0,40.0,53.0,34.0,57.0,38.0,54.0,51.0,37.0,55.0,57.0,,29.0,49.0,50.0,32.0,57.0,34.0,47.0,45.0,50.0,44.0,44.0,26.0,39.0,50.0,57.0,59.0,36.0,32.0,58.0,54.0,46.0,27.0,55.0,55.0,52.0,46.0,19.0,59.0,25.0,48.0
2020-01-20 23:00:00,46.0,38.0,55.0,52.0,46.0,44.0,51.0,36.0,34.0,50.0,50.0,50.0,42.0,23.0,47.0,32.0,46.0,40.0,36.0,64.0,29.0,45.0,45.0,34.0,35.0,46.0,26.0,52.0,34.0,54.0,53.0,38.0,54.0,43.0,,23.0,53.0,44.0,43.0,51.0,36.0,53.0,41.0,46.0,52.0,42.0,22.0,34.0,50.0,57.0,53.0,44.0,41.0,52.0,55.0,40.0,32.0,54.0,55.0,54.0,49.0,20.0,54.0,41.0,40.0
2020-01-21 23:00:00,31.0,27.0,53.0,41.0,41.0,50.0,41.0,20.0,39.0,44.0,41.0,52.0,33.0,29.0,35.0,27.0,38.0,38.0,39.0,60.0,24.0,36.0,63.0,27.0,35.0,51.0,35.0,43.0,55.0,38.0,44.0,45.0,50.0,43.0,,25.0,50.0,39.0,31.0,52.0,28.0,51.0,30.0,52.0,46.0,51.0,30.0,43.0,37.0,53.0,53.0,34.0,46.0,51.0,57.0,47.0,38.0,44.0,45.0,56.0,41.0,26.0,52.0,33.0,48.0
2020-01-22 23:00:00,34.0,35.0,52.0,43.0,42.0,54.0,48.0,32.0,36.0,54.0,45.0,51.0,38.0,37.0,39.0,38.0,39.0,33.0,43.0,61.0,20.0,41.0,51.0,32.0,40.0,49.0,42.0,51.0,38.0,41.0,51.0,52.0,52.0,36.0,,37.0,52.0,38.0,31.0,55.0,48.0,52.0,45.0,51.0,34.0,50.0,33.0,35.0,43.0,53.0,54.0,39.0,51.0,53.0,52.0,52.0,44.0,48.0,55.0,53.0,44.0,31.0,56.0,25.0,50.0
2020-01-23 23:00:00,28.0,37.0,56.0,36.0,29.0,55.0,54.0,40.0,38.0,55.0,47.0,52.0,33.0,27.0,33.0,29.0,36.0,51.0,31.0,63.0,22.0,40.0,43.0,25.0,47.0,49.0,44.0,46.0,52.0,36.0,47.0,36.0,52.0,50.0,,26.0,52.0,36.0,25.0,56.0,38.0,54.0,51.0,52.0,44.0,47.0,32.0,42.0,38.0,55.0,59.0,38.0,41.0,52.0,55.0,52.0,37.0,48.0,51.0,56.0,40.0,25.0,58.0,40.0,52.0
2020-01-24 23:00:00,41.0,46.0,58.0,41.0,39.0,55.0,54.0,29.0,45.0,45.0,51.0,56.0,36.0,50.0,52.0,15.0,51.0,49.0,33.0,61.0,29.0,55.0,51.0,26.0,40.0,56.0,39.0,52.0,51.0,49.0,49.0,45.0,57.0,53.0,,21.0,54.0,33.0,25.0,52.0,30.0,53.0,51.0,55.0,36.0,36.0,35.0,40.0,36.0,53.0,55.0,42.0,47.0,54.0,57.0,51.0,33.0,52.0,47.0,60.0,46.0,31.0,55.0,33.0,64.0
2020-01-25 23:00:00,43.0,52.0,66.0,33.0,52.0,58.0,65.0,39.0,35.0,71.0,55.0,59.0,32.0,52.0,50.0,34.0,50.0,56.0,55.0,70.0,44.0,57.0,52.0,25.0,59.0,57.0,65.0,57.0,55.0,42.0,52.0,52.0,59.0,61.0,,27.0,54.0,31.0,25.0,58.0,25.0,57.0,55.0,54.0,28.0,53.0,55.0,28.0,55.0,59.0,67.0,54.0,52.0,63.0,59.0,61.0,41.0,62.0,62.0,60.0,50.0,37.0,58.0,29.0,72.0
2020-01-26 23:00:00,55.0,47.0,61.0,44.0,54.0,66.0,66.0,39.0,48.0,41.0,58.0,67.0,27.0,53.0,41.0,30.0,48.0,36.0,28.0,67.0,31.0,56.0,39.0,24.0,54.0,57.0,30.0,59.0,32.0,38.0,50.0,36.0,63.0,51.0,,26.0,60.0,32.0,36.0,59.0,31.0,63.0,59.0,61.0,30.0,53.0,30.0,34.0,41.0,57.0,65.0,51.0,56.0,59.0,64.0,61.0,22.0,77.0,65.0,59.0,56.0,51.0,60.0,28.0,70.0
2020-01-27 23:00:00,54.0,52.0,56.0,48.0,55.0,61.0,60.0,49.0,47.0,30.0,57.0,60.0,36.0,52.0,41.0,24.0,34.0,37.0,27.0,60.0,31.0,52.0,33.0,28.0,54.0,55.0,32.0,52.0,32.0,49.0,51.0,23.0,53.0,53.0,,30.0,64.0,47.0,34.0,61.0,29.0,56.0,56.0,59.0,30.0,48.0,31.0,33.0,34.0,56.0,58.0,51.0,58.0,53.0,57.0,37.0,27.0,68.0,58.0,59.0,53.0,54.0,64.0,20.0,53.0
2020-01-28 23:00:00,52.0,51.0,54.0,52.0,52.0,58.0,64.0,38.0,42.0,31.0,54.0,61.0,50.0,40.0,42.0,30.0,37.0,52.0,30.0,62.0,34.0,53.0,36.0,23.0,55.0,46.0,53.0,54.0,30.0,52.0,52.0,29.0,56.0,50.0,,23.0,59.0,34.0,34.0,58.0,51.0,60.0,54.0,59.0,34.0,43.0,30.0,34.0,35.0,57.0,54.0,51.0,53.0,55.0,53.0,35.0,34.0,60.0,58.0,60.0,54.0,53.0,61.0,24.0,49.0
2020-01-29 23:00:00,32.0,48.0,55.0,41.0,40.0,42.0,53.0,28.0,46.0,31.0,50.0,51.0,34.0,30.0,44.0,37.0,46.0,41.0,33.0,55.0,20.0,51.0,32.0,27.0,39.0,59.0,52.0,55.0,35.0,51.0,51.0,51.0,52.0,44.0,,24.0,53.0,33.0,35.0,52.0,52.0,52.0,34.0,39.0,25.0,42.0,29.0,33.0,36.0,57.0,52.0,43.0,31.0,36.0,53.0,45.0,30.0,59.0,53.0,59.0,43.0,13.0,53.0,27.0,28.0
2020-01-30 23:00:00,19.0,48.0,55.0,45.0,29.0,42.0,52.0,22.0,51.0,28.0,33.0,44.0,35.0,61.0,43.0,23.0,49.0,38.0,42.0,55.0,23.0,56.0,35.0,21.0,38.0,48.0,41.0,52.0,33.0,40.0,44.0,29.0,55.0,49.0,,22.0,47.0,38.0,31.0,50.0,24.0,52.0,38.0,36.0,27.0,36.0,16.0,40.0,35.0,53.0,54.0,36.0,29.0,51.0,54.0,34.0,23.0,53.0,53.0,59.0,39.0,20.0,33.0,29.0,32.0
2020-01-31 23:00:00,34.0,46.0,52.0,54.0,38.0,50.0,53.0,34.0,46.0,46.0,39.0,55.0,33.0,59.0,41.0,33.0,52.0,53.0,37.0,57.0,32.0,54.0,42.0,30.0,43.0,45.0,41.0,52.0,52.0,47.0,53.0,35.0,48.0,54.0,,41.0,53.0,38.0,33.0,52.0,35.0,53.0,43.0,48.0,36.0,53.0,29.0,50.0,36.0,54.0,53.0,41.0,35.0,45.0,55.0,40.0,40.0,53.0,56.0,59.0,44.0,19.0,45.0,35.0,51.0
2020-02-01 23:00:00,25.0,45.0,52.0,56.0,32.0,38.0,56.0,28.0,48.0,53.0,36.0,54.0,48.0,48.0,52.0,39.0,54.0,53.0,55.0,57.0,31.0,53.0,54.0,31.0,52.0,52.0,53.0,54.0,53.0,54.0,50.0,48.0,49.0,54.0,,49.0,51.0,51.0,38.0,56.0,26.0,54.0,38.0,43.0,52.0,57.0,37.0,52.0,52.0,54.0,53.0,25.0,32.0,55.0,53.0,50.0,48.0,47.0,59.0,54.0,33.0,22.0,54.0,40.0,52.0
2020-02-02 23:00:00,41.0,51.0,56.0,54.0,52.0,53.0,52.0,38.0,53.0,54.0,52.0,52.0,48.0,39.0,51.0,41.0,54.0,52.0,52.0,89.0,43.0,54.0,53.0,44.0,52.0,53.0,51.0,52.0,53.0,53.0,54.0,52.0,53.0,55.0,,43.0,53.0,52.0,50.0,54.0,44.0,53.0,44.0,52.0,53.0,54.0,40.0,51.0,46.0,56.0,58.0,53.0,36.0,55.0,53.0,51.0,52.0,53.0,55.0,59.0,48.0,25.0,51.0,39.0,56.0
2020-02-03 23:00:00,45.0,54.0,58.0,53.0,53.0,56.0,53.0,51.0,54.0,49.0,52.0,57.0,52.0,53.0,55.0,30.0,54.0,48.0,55.0,60.0,38.0,59.0,53.0,44.0,52.0,56.0,58.0,55.0,52.0,56.0,55.0,47.0,55.0,53.0,,42.0,54.0,54.0,49.0,54.0,46.0,56.0,53.0,55.0,53.0,53.0,39.0,44.0,51.0,57.0,59.0,51.0,52.0,51.0,55.0,48.0,52.0,59.0,55.0,60.0,53.0,32.0,53.0,30.0,54.0
2020-02-04 23:00:00,54.0,54.0,63.0,53.0,56.0,59.0,62.0,53.0,54.0,39.0,57.0,61.0,54.0,55.0,56.0,27.0,59.0,39.0,54.0,64.0,50.0,60.0,53.0,42.0,54.0,59.0,47.0,61.0,52.0,56.0,55.0,46.0,62.0,53.0,,35.0,59.0,52.0,52.0,59.0,51.0,62.0,57.0,62.0,53.0,48.0,37.0,39.0,51.0,67.0,64.0,53.0,54.0,55.0,61.0,52.0,52.0,62.0,60.0,62.0,56.0,33.0,58.0,28.0,56.0
2020-02-05 23:00:00,46.0,39.0,60.0,44.0,51.0,57.0,61.0,44.0,49.0,47.0,52.0,62.0,52.0,56.0,37.0,36.0,56.0,43.0,55.0,65.0,33.0,56.0,52.0,31.0,58.0,56.0,44.0,58.0,51.0,45.0,53.0,40.0,59.0,52.0,,28.0,57.0,42.0,41.0,59.0,39.0,62.0,53.0,61.0,46.0,50.0,21.0,41.0,48.0,60.0,61.0,60.0,52.0,59.0,65.0,51.0,52.0,54.0,60.0,59.0,52.0,37.0,60.0,34.0,54.0
2020-02-06 23:00:00,38.0,40.0,60.0,44.0,42.0,57.0,57.0,40.0,44.0,43.0,49.0,55.0,38.0,38.0,37.0,35.0,53.0,53.0,52.0,67.0,25.0,47.0,55.0,25.0,55.0,45.0,33.0,55.0,56.0,44.0,52.0,50.0,55.0,60.0,,26.0,53.0,34.0,29.0,57.0,31.0,59.0,51.0,87.0,36.0,55.0,26.0,43.0,46.0,57.0,58.0,39.0,48.0,63.0,66.0,52.0,43.0,52.0,54.0,56.0,44.0,27.0,54.0,34.0,52.0
2020-02-07 23:00:00,37.0,56.0,55.0,53.0,50.0,56.0,68.0,42.0,54.0,49.0,52.0,59.0,47.0,52.0,52.0,37.0,54.0,54.0,52.0,74.0,34.0,62.0,55.0,36.0,54.0,53.0,43.0,52.0,42.0,53.0,54.0,42.0,54.0,63.0,,33.0,55.0,47.0,37.0,52.0,38.0,64.0,52.0,56.0,47.0,47.0,29.0,45.0,46.0,54.0,53.0,45.0,46.0,57.0,66.0,51.0,50.0,55.0,56.0,63.0,51.0,36.0,51.0,29.0,54.0
2020-02-08 23:00:00,56.0,57.0,67.0,52.0,58.0,64.0,66.0,56.0,54.0,57.0,60.0,67.0,51.0,55.0,55.0,51.0,56.0,51.0,41.0,70.0,48.0,63.0,46.0,33.0,49.0,59.0,56.0,61.0,38.0,57.0,54.0,41.0,63.0,64.0,,35.0,61.0,51.0,52.0,60.0,41.0,66.0,62.0,67.0,52.0,46.0,37.0,27.0,51.0,62.0,63.0,51.0,59.0,57.0,65.0,52.0,52.0,62.0,62.0,62.0,54.0,51.0,56.0,20.0,56.0
2020-02-09 23:00:00,52.0,52.0,59.0,30.0,58.0,64.0,60.0,55.0,31.0,51.0,60.0,64.0,26.0,38.0,43.0,35.0,44.0,27.0,24.0,77.0,35.0,55.0,26.0,23.0,57.0,43.0,52.0,56.0,38.0,32.0,52.0,23.0,55.0,65.0,,32.0,64.0,30.0,37.0,55.0,28.0,62.0,65.0,70.0,33.0,51.0,45.0,27.0,44.0,58.0,60.0,40.0,58.0,63.0,66.0,56.0,55.0,53.0,59.0,58.0,48.0,40.0,56.0,23.0,53.0
2020-02-10 23:00:00,28.0,47.0,51.0,45.0,32.0,45.0,51.0,15.0,37.0,36.0,33.0,38.0,20.0,27.0,47.0,24.0,36.0,42.0,33.0,55.0,29.0,45.0,32.0,18.0,38.0,37.0,31.0,37.0,45.0,52.0,34.0,28.0,44.0,47.0,,16.0,45.0,38.0,22.0,54.0,16.0,50.0,31.0,41.0,16.0,35.0,25.0,32.0,25.0,44.0,38.0,28.0,39.0,56.0,46.0,30.0,24.0,43.0,56.0,51.0,40.0,25.0,55.0,24.0,40.0
2020-02-11 23:00:00,19.0,27.0,37.0,60.0,26.0,32.0,47.0,19.0,30.0,52.0,28.0,43.0,19.0,21.0,25.0,24.0,35.0,41.0,38.0,55.0,21.0,39.0,35.0,18.0,52.0,34.0,31.0,38.0,38.0,32.0,50.0,30.0,35.0,53.0,,30.0,31.0,35.0,26.0,54.0,19.0,64.0,37.0,34.0,28.0,51.0,20.0,39.0,30.0,51.0,32.0,17.0,28.0,54.0,53.0,28.0,35.0,23.0,52.0,37.0,40.0,18.0,55.0,35.0,31.0
2020-02-12 23:00:00,25.0,28.0,39.0,55.0,36.0,23.0,44.0,20.0,21.0,56.0,31.0,32.0,24.0,21.0,32.0,40.0,44.0,35.0,51.0,53.0,17.0,40.0,53.0,20.0,41.0,28.0,43.0,50.0,47.0,33.0,43.0,35.0,43.0,57.0,,38.0,31.0,28.0,30.0,52.0,22.0,63.0,34.0,49.0,26.0,53.0,31.0,48.0,38.0,57.0,51.0,28.0,40.0,53.0,53.0,52.0,42.0,34.0,45.0,40.0,35.0,22.0,44.0,29.0,37.0
2020-02-13 23:00:00,37.0,37.0,44.0,59.0,35.0,46.0,55.0,21.0,25.0,56.0,47.0,52.0,32.0,30.0,38.0,29.0,46.0,38.0,53.0,64.0,25.0,33.0,53.0,28.0,51.0,37.0,52.0,34.0,54.0,31.0,48.0,51.0,51.0,55.0,,44.0,51.0,32.0,32.0,52.0,27.0,57.0,49.0,52.0,44.0,55.0,32.0,49.0,44.0,54.0,40.0,33.0,34.0,53.0,58.0,49.0,40.0,35.0,27.0,41.0,51.0,26.0,52.0,40.0,46.0
2020-02-14 23:00:00,41.0,43.0,51.0,54.0,51.0,54.0,56.0,35.0,31.0,56.0,53.0,54.0,33.0,43.0,35.0,21.0,54.0,56.0,53.0,63.0,29.0,42.0,51.0,27.0,50.0,42.0,54.0,37.0,54.0,46.0,52.0,45.0,53.0,56.0,,35.0,56.0,31.0,35.0,52.0,30.0,59.0,52.0,55.0,38.0,53.0,37.0,44.0,50.0,56.0,51.0,35.0,47.0,55.0,59.0,52.0,45.0,40.0,47.0,52.0,53.0,25.0,45.0,35.0,47.0
2020-02-15 23:00:00,44.0,45.0,42.0,47.0,43.0,38.0,50.0,37.0,32.0,53.0,51.0,52.0,34.0,32.0,40.0,21.0,52.0,30.0,51.0,53.0,27.0,50.0,44.0,27.0,26.0,56.0,45.0,52.0,46.0,40.0,53.0,32.0,52.0,57.0,,37.0,55.0,39.0,51.0,35.0,31.0,52.0,42.0,52.0,27.0,52.0,31.0,41.0,40.0,54.0,46.0,43.0,51.0,48.0,44.0,50.0,51.0,51.0,29.0,52.0,52.0,19.0,40.0,28.0,35.0
2020-02-16 23:00:00,53.0,52.0,54.0,40.0,51.0,43.0,53.0,52.0,52.0,29.0,53.0,52.0,34.0,51.0,44.0,17.0,58.0,35.0,36.0,57.0,35.0,58.0,52.0,29.0,34.0,58.0,23.0,44.0,53.0,51.0,56.0,31.0,54.0,54.0,,14.0,57.0,38.0,52.0,46.0,38.0,54.0,49.0,53.0,34.0,35.0,21.0,37.0,29.0,54.0,52.0,52.0,52.0,52.0,53.0,30.0,31.0,52.0,56.0,56.0,53.0,21.0,35.0,23.0,53.0
2020-02-17 23:00:00,45.0,46.0,56.0,42.0,52.0,54.0,58.0,37.0,29.0,29.0,54.0,57.0,31.0,52.0,36.0,16.0,52.0,44.0,39.0,62.0,28.0,58.0,50.0,28.0,51.0,55.0,52.0,53.0,41.0,40.0,51.0,32.0,55.0,52.0,,13.0,56.0,32.0,37.0,53.0,34.0,62.0,53.0,55.0,37.0,39.0,16.0,51.0,22.0,56.0,56.0,35.0,47.0,53.0,59.0,36.0,24.0,52.0,46.0,56.0,51.0,27.0,53.0,23.0,45.0
